"","VIP","Coefficient"
"discount_rate",2.62883722786779,-217708.966358556
"var_CV",0.0621312287964684,-5145.44052270489
"var_CV_high",0.0390918810149193,-3237.42106150581
"chance_inaccurate_forecast_i1",0.542062280760216,-44891.2612752315
"chance_inaccurate_forecast_i234",0.2415539139403,-20004.4538194782
"chance_inaccurate_forecast_extreme_cold_i1234",0.0394578936561635,3267.73265058206
"chance_inaccurate_forecast_extreme_drought_i1234",0.141901110109954,-11751.6382070665
"met_station_esta_i1",0.178344457441527,-14769.7191266819
"met_station_main_i1",0.000579993038350618,-48.0325231002937
"cost_forecasts_access_i1",0.0201467644830668,1668.46818227512
"cost_weekly_forecasts_i1234",0.0442365172009157,-3663.47765202836
"cost_seasonal_forecasts_i1234",0.0439390480013309,-3638.84253530125
"cost_cb_translation_staff_i1234",0.00614545865933549,508.940393243113
"cost_cb_commune_i1234",0.009480136679177,785.104051130419
"leftlet_year1_i1234",0.293497383152224,24306.1880125753
"village_meeting_launch_i1234",0.145880360103832,-12081.1825371093
"video_i1234_peryear",0.0890177467838772,-7372.06603529591
"cost_print_seasonal_bulletinA0_i1234",0.0342547533137615,-2836.83099803599
"cost_per_SMS_i123",0.094290494456206,7808.73226683101
"messages_per_time_rice_i123",0.0423903799999203,3510.58852769457
"number_times_per_year_rice_i123",0.115974221975898,-9604.48510198906
"baseline_farm_households_i1234",0.23221784910191,19231.2811771116
"baseline_households_i1234",0.238836488843119,19779.4083876833
"household_increase_rate",0.441441007443351,36558.2411949946
"messages_per_time_animal_i123",0.0283734080990458,-2349.76334168964
"number_times_per_year_animal_i123",0.0833581164753644,6903.35985167372
"percent_animal_households_i1234",0.0866949744079994,7179.70404054102
"allowance_village_leader_permonth_loud_i34",0.0167266468807138,-1385.22878649218
"percent_short_distance_i4",0.0351175977886069,2908.2880577411
"model_training_i1234",0.0410837429864942,-3402.37848312306
"model_monitor_i1234",0.331311367533691,27437.7791838799
"field_visit_i1234",0.117567007964604,-9736.39277111203
"SAA_TOT",0.091577413774854,7584.04662082637
"dialogue_village",0.0361195185806193,-2991.26281847937
"cost_community_event",0.0148919373119474,-1233.28604939535
"ME_district_i1234",0.0137774150033639,1140.98611647707
"ME_commune_i1234",0.0774896981983277,6417.36274857823
"rice_area_drought_i1234",0.501268143536424,41512.866692892
"chance_drought_i1234",0.615599486381525,50981.2956276806
"reduce_loss_drought_i1234",0.0211556425550614,1752.01911494884
"rice_profit_no_drought",0.0441645737127361,3657.51960248397
"seed_baseline_i1234",1.97991929195257,163968.380375522
"seed_applied_i1234",1.20508153161354,-99799.6573710129
"seed_advice_i1234",0.124433720115187,-10305.0642691939
"price_seed_i1234",0.428819379439184,35512.9723752213
"labor_pick_i1234",0.520850305676825,43134.5769431346
"rate_seed_inno_i1",0.748109776443248,61955.2266019497
"rate_seed_imitation_i1",0.434742501486634,36003.4998087558
"rate_seed_inno_i2",0.0938598815886733,7773.07076550357
"rate_seed_imitation_i2",0.0836775217188506,-6929.811616991
"rate_seed_inno_i3",0.14415732916189,11938.4885424422
"rate_seed_imitation_i3",0.144865527305041,-11997.138459633
"rate_seed_inno_i4",0.135149215624708,-11192.4754130515
"rate_seed_imitation_i4",0.230939463905905,19125.410826266
"rate_saturated_i12",0.379698992551363,31445.0336899671
"rate_saturated_i34",0.00731952780414519,606.171738432679
"dis_adoption_i123",0.674268547406015,-55840.0143408314
"dis_adoption_i4",0.203462684242821,16849.9023862993
"effective_rate",4.50994536700417,373494.233030322
"chance_resow_i1234",0.144104999380601,11934.1548155483
"chance_resow_advice_i1234",0.032595760403932,2699.44035712206
"resow_fer_area_percentage_i1234",0.339376200689081,28105.6738985095
"labor_seed_fertilize_i1234",0.0209528737898164,-1735.22667994248
"NPK5105_baseline_i1234",1.6020653850608,132676.148725763
"NPK5105_applied_i1234",0.535606818667111,-44356.6477340209
"NPK5105_price_i1234",0.173992290594611,14409.291430506
"N_baseline_i1234",3.20774551120685,265651.654725145
"N_applied_i1234",1.30351930511115,-107951.849409234
"N_price_i1234",0.36139198672977,29928.9263888803
"K_baseline_i1234",0.588083657061228,48702.5532634456
"K_applied_i1234",1.24467356968771,-103078.499284001
"K_price_i1234",0.367908782171513,-30468.6192936186
"rice_area_loss_severe_risks_i1234",1.17818288904905,-97572.0277532172
"chance_refertilize_i1234",0.362619176111063,30030.5569230554
"chance_refertilize_advice_i1234",0.00011554908937869,9.56927745302466
"rate_fer_pla_inno_i1",2.182818592095,180771.625719362
"rate_fer_pla_immi_i1",0.653617920613239,54129.8184542043
"rate_fer_pla_inno_i2",0.0934409287740123,7738.37489948876
"rate_fer_pla_immi_i2",0.0768840640215577,6367.20673693236
"rate_fer_pla_inno_i3",0.0223357814395459,-1849.75312981178
"rate_fer_pla_immi_i3",0.0946643318479763,-7839.6918680135
"rate_fer_pla_inno_i4",0.0774935213372579,6417.67936446296
"rate_fer_pla_immi_i4",0.170770463321746,14142.4735849864
"reduced_times_spray_i1234",2.48309676839429,205639.369788543
"reduced_cost_per_time_spray_i1234",1.03267171424752,85521.419551296
"times_monitor_increased",0.445962010541526,-36932.6511816509
"cost_monitor_pest_increased",0.232409873244731,-19247.1837888086
