"","VIP","Coefficient"
"discount_rate",1.84286563810325,-195.928783867854
"var_CV",0.10295347188199,10.9457510757935
"var_CV_high",0.160752933515061,17.0908427155943
"chance_inaccurate_forecast_i1",0.0944662852874829,10.0434150000974
"chance_inaccurate_forecast_i234",0.075283415704484,8.00394113353764
"chance_inaccurate_forecast_extreme_cold_i1234",0.120602958355183,-12.8221995531465
"chance_inaccurate_forecast_extreme_drought_i1234",0.0685558885868388,-7.28868757443666
"met_station_esta_i1",0.0937158150856958,9.96362691846793
"met_station_main_i1",0.12225903275726,-12.9982691682529
"cost_forecasts_access_i1",0.096557180376207,-10.2657136438285
"cost_weekly_forecasts_i1234",0.0808577198386558,8.59658696041514
"cost_seasonal_forecasts_i1234",0.202285857666864,-21.5065174947464
"cost_cb_translation_staff_i1234",0.210835347193078,22.4154774595576
"cost_cb_commune_i1234",0.0496508922328305,-5.27875648229291
"leftlet_year1_i1234",0.129204091744744,-13.736650162056
"village_meeting_launch_i1234",0.150550154986408,16.0061092722763
"video_i1234_peryear",0.0245239778234967,2.60732689959176
"cost_print_seasonal_bulletinA0_i1234",0.337041741411741,-35.8334200508906
"cost_per_SMS_i123",0.0278566411892339,-2.96164718577492
"messages_per_time_rice_i123",0.104582506943227,-11.118945937007
"number_times_per_year_rice_i123",0.146550435033442,-15.580869227645
"baseline_farm_households_i1234",0.0318581919554763,3.38708187781372
"baseline_households_i1234",0.279004640817926,29.6630632416627
"household_increase_rate",0.119138881766561,-12.6665426568612
"messages_per_time_animal_i123",0.0242943681110505,2.5829153794062
"number_times_per_year_animal_i123",0.105192315169745,-11.1837791954627
"percent_animal_households_i1234",0.0549467298902923,-5.84179646216687
"allowance_village_leader_permonth_loud_i34",0.128719886311455,-13.6851706728707
"percent_short_distance_i4",0.0808164356268746,8.59219772810217
"model_training_i1234",0.227409814482073,-24.1776326335684
"model_monitor_i1234",0.0677179038825438,7.19959517365732
"field_visit_i1234",0.0175425422554449,-1.86507844033456
"SAA_TOT",0.0654779153067166,-6.96144528987554
"dialogue_village",0.180186073660451,19.1569247113162
"cost_community_event",0.0557370267787948,5.9258188157543
"ME_district_i1234",0.0494578737006324,-5.25823524325322
"ME_commune_i1234",0.168489571995055,17.9133824261782
"rice_area_drought_i1234",0.11962377103874,12.7180948500565
"chance_drought_i1234",0.108832979818467,-11.5708453940755
"reduce_loss_drought_i1234",0.139127179610226,-14.7916476059818
"rice_profit_no_drought",0.0711530453825451,7.56481067423064
"seed_baseline_i1234",0.0929673024639721,9.88404696176799
"seed_applied_i1234",0.0913958948536204,-9.7169789044495
"seed_advice_i1234",0.0376131270787611,-3.99893193168098
"price_seed_i1234",0.102966969858234,-10.9471861462705
"labor_pick_i1234",0.216911047520147,-23.061430453425
"rate_seed_inno_i1",0.252938202897594,-26.8917459107074
"rate_seed_imitation_i1",0.243271986046931,25.8640583392452
"rate_seed_inno_i2",0.135870280036508,-14.4453823333193
"rate_seed_imitation_i2",0.107221430592217,11.39950958233
"rate_seed_inno_i3",0.431452463798148,45.8709277447739
"rate_seed_imitation_i3",0.0748123527364455,-7.95385891780543
"rate_seed_inno_i4",0.254985579201787,-27.1094177480386
"rate_seed_imitation_i4",0.36469401345486,38.7733392292457
"rate_saturated_i12",0.465723536567955,49.5145409690923
"rate_saturated_i34",0.211874434622017,22.5259505901402
"dis_adoption_i123",0.644187347434656,-68.4883590839735
"dis_adoption_i4",0.0939865894188752,9.99241495635064
"effective_rate",3.62814326519809,385.734956988102
"chance_resow_i1234",0.183289970173644,19.4869230880333
"chance_resow_advice_i1234",0.065406060870257,6.9538059090873
"resow_fer_area_percentage_i1234",0.0641560179781525,-6.82090453062069
"labor_seed_fertilize_i1234",0.0495450009107416,5.26749838646103
"NPK5105_baseline_i1234",0.131952874502397,-14.0288937481799
"NPK5105_applied_i1234",0.00259771771712391,0.276182735531342
"NPK5105_price_i1234",0.0318827022895179,-3.38968775414115
"N_baseline_i1234",0.188762508397267,-20.0687494223332
"N_applied_i1234",0.201748143372658,-21.4493490796684
"N_price_i1234",0.00986739138964579,-1.04907593638312
"K_baseline_i1234",0.195889387215501,-20.8264610377428
"K_applied_i1234",0.0516170399298372,5.48779230086489
"K_price_i1234",0.164575028518777,-17.4971981277427
"rice_area_loss_severe_risks_i1234",0.343647358448195,-36.5357124404656
"chance_refertilize_i1234",0.135065060019207,-14.3597733906629
"chance_refertilize_advice_i1234",0.0397965353036149,4.2310663365652
"rate_fer_pla_inno_i1",2.6890368610789,285.891554475608
"rate_fer_pla_immi_i1",0.675378599244437,71.8045335831064
"rate_fer_pla_inno_i2",0.0274732304073811,2.92088392737071
"rate_fer_pla_immi_i2",0.270949646018005,-28.8066766974789
"rate_fer_pla_inno_i3",0.0129626390866225,-1.37815479297443
"rate_fer_pla_immi_i3",0.29820914947139,-31.7048377191149
"rate_fer_pla_inno_i4",0.0157642187610673,1.67601161290397
"rate_fer_pla_immi_i4",0.107900236977683,11.4716785494192
"reduced_times_spray_i1234",0.175385933828737,-18.6465860625414
"reduced_cost_per_time_spray_i1234",0.0407485190968041,-4.33227883030589
"times_monitor_increased",0.000941840134166977,0.10013404573282
"cost_monitor_pest_increased",0.131964323560984,-14.0301109829468
"yield_change_i1234",0.129319803358631,13.7489523263155
"rice_price",0.0779130095071982,-8.28351285335251
"rate_ani_inno_i1",0.0570131182459237,6.06148961241425
"rate_ani_immi_i1",0.0301858188276964,3.20927942367689
"rate_ani_inno_i2",0.0355119321838249,3.77553823877024
"rate_ani_immi_i2",0.0753040687830443,-8.00613691628044
